,Expected Loss,Std Dev,P(Zero Loss),VaR 95%,VaR 99%,TVaR 95%,TVaR 99%,Ruin Prob (K=$10k)
Base,4505.016379795507,5379.402702379822,0.0,14226.282646367212,25369.617589081587,21592.51261455993,35444.053893865945,0.10455
